headline,web_url,snippet,source,keywords,pub_date,byline,word_count,title
‘Tu Me Manques’ Review: Traces of a Lost Love,https://www.nytimes.com/2021/04/22/movies/tu-me-manques-review.html,A conservative father who could not accept his son’s sexuality is led on a contemplative tour of queer life in New York in this Bolivian film.,The New York Times,"['Movies', 'Tu Me Manques (Movie)', 'Martinez, Oscar (1949- )', 'Barbosa, Fernando (Actor)', 'Bellott, Rodrigo', 'Bolivia']",2021-04-22T11:00:07+0000,By Teo Bugbee,301,Tu Me Manques
‘Monday’ Review: A Year of Love and Its Hangovers,https://www.nytimes.com/2021/04/15/movies/monday-review.html,"Fiery physical contact keeps an expat couple together in Greece, and the sex scenes are enough for a half-dozen movies.",The New York Times,"['Movies', 'Papadimitropoulos, Argyris', 'Stan, Sebastian', 'Gough, Denise (1980- )', 'Monday (Movie)']",2021-04-15T11:00:08+0000,By Glenn Kenny,349,Monday
‘Ride or Die’ Review: Killing for Love,https://www.nytimes.com/2021/04/15/movies/ride-or-die-review.html,"After upending her life, a woman runs away with her longtime crush in this puzzling Japanese drama.",The New York Times,"['Movies', 'Ride or Die (Movie)', 'Hiroki, Ryuichi']",2021-04-15T11:00:03+0000,By Natalia Winkelman,338,Ride or Die
"‘Future People’ Review: Connected by Biology, Bonded by Love",https://www.nytimes.com/2021/04/09/movies/future-people-review.html,This documentary chronicles eight years in the lives of a group of children who form a bond after discovering they were conceived by the same sperm donor.,The New York Times,"['Documentary Films and Programs', 'Future People: The Family of Donor 5114 (Movie)', 'Artificial Insemination', 'Children and Childhood', 'Rothman, Michael (Filmmaker)']",2021-04-09T11:00:04+0000,By Natalia Winkelman,317,Future People
‘Luz’ Review: Love In and Out of Lockup,https://www.nytimes.com/2021/03/18/movies/luz-review.html,"In this romantic drama from Jon Garcia, two men find love in prison, then try to make it work on the outside.",The New York Times,"['Movies', 'Luz (Movie)', 'Garcia, Jon (1979- )']",2021-03-18T11:00:08+0000,By Teo Bugbee,296,Luz
‘Happily’ Review: Does Long-Lived Love Mean You Need Treatment?,https://www.nytimes.com/2021/03/18/movies/happily-review.html,"In this keeps-you-guessing comedy, Joel McHale and Kerry Bishé play a couple married for 14 years whose mutual passion is undimmed, to the annoyance of their friends.",The New York Times,"['Movies', 'Happily (Movie)', 'Grabinski, BenDavid']",2021-03-18T11:00:06+0000,By Glenn Kenny,344,Happily
‘This Is the Life’ Review: A Valuable Part of Hip-Hop History,https://www.nytimes.com/2021/02/23/movies/this-is-the-life-review.html,"Ava DuVernay’s 2008 documentary, now streaming on Netflix, is a personal love letter to a slice of Los Angeles’s 1990s hip-hop scene.",The New York Times,"['Documentary Films and Programs', 'Rap and Hip-Hop', 'DuVernay, Ava', 'Black People', 'Blacks', 'California', 'Los Angeles (Calif)', 'This Is the Life (Movie)']",2021-02-23T19:47:00+0000,By Robert Daniels,470,This Is the Life
‘To All the Boys: Always and Forever’ Review: Love Sweet Love,https://www.nytimes.com/2021/02/11/movies/to-all-the-boys-always-and-forever-review.html,"This final installment of the Netflix rom-com trilogy is earnest, bright-eyed and without a hint of cynicism.",The New York Times,"['Movies', 'Condor, Lana', 'Fimognari, Michael', 'Centineo, Noah', 'To All the Boys: Always and Forever (Movie)']",2021-02-12T02:00:03+0000,By Maya Phillips,482,To All the Boys: Always and Forever
‘Young Hearts’ Review: Movie Love by Algorithm,https://www.nytimes.com/2021/02/11/movies/young-hearts-review.html,"The brother and sister filmmakers Sarah Sherman and Zachary Ray Sherman deliver romance, unadorned.",The New York Times,"['Movies', 'Young Hearts (Movie)', 'Sherman, Sarah (Film Director)', 'Sherman, Zachary Ray (1984- )']",2021-02-11T12:00:06+0000,By Kristen Yoonsoo Kim,324,Young Hearts
‘Little Fish’ Review: Do You Remember Love?,https://www.nytimes.com/2021/02/04/movies/little-fish-review.html,This sci-fi romance imagines a world with widespread memory loss through the eyes of one couple.,The New York Times,"['Movies', 'Little Fish (Movie)', 'Hartigan, Chad']",2021-02-04T12:00:06+0000,By Kristen Yoonsoo Kim,315,Little Fish
‘Two of Us’ Review: Thwarted Love,https://www.nytimes.com/2021/02/04/movies/two-of-us-review-thwarted-love.html,An older lesbian couple is met with unexpected devastation in this aching romantic drama by Filippo Meneghetti.,The New York Times,"['Movies', 'Sukowa, Barbara', 'Two of Us (Movie)', 'Meneghetti, Filippo']",2021-02-04T12:00:03+0000,By Beatrice Loayza,313,Two of Us
